citing,citing_long,citing_lat,citing_country,cited,cited_long,cited_lat,cited_country,citations
40970,5.11,52.08,NETHERLANDS,39651,-0.12,51.5,UNITED KINGDOM,1
40970,5.11,52.08,NETHERLANDS,40268,-1.25,51.75,UNITED KINGDOM,1
40970,5.11,52.08,NETHERLANDS,40970,5.11,52.08,NETHERLANDS,4
40970,5.11,52.08,NETHERLANDS,40971,5.24,52.08,NETHERLANDS,1
40970,5.11,52.08,NETHERLANDS,41799,13.37,52.51,GERMANY,1
41131,4.49,52.15,NETHERLANDS,2901,151.2,-33.86,AUSTRALIA,1
41131,4.49,52.15,NETHERLANDS,14218,139.67,35.55,JAPAN,1
41131,4.49,52.15,NETHERLANDS,14242,138.65,35.57,JAPAN,1
41131,4.49,52.15,NETHERLANDS,16890,-122.27,37.86,UNITED STATES,1
41131,4.49,52.15,NETHERLANDS,23419,-91.52,41.65,UNITED STATES,1
41131,4.49,52.15,NETHERLANDS,24440,-83.74,42.28,UNITED STATES,1
41131,4.49,52.15,NETHERLANDS,24718,-76.49,42.44,UNITED STATES,1
41131,4.49,52.15,NETHERLANDS,35517,-123.11,49.26,CANADA,1
41131,4.49,52.15,NETHERLANDS,39239,12.38,51.34,GERMANY,1
41131,4.49,52.15,NETHERLANDS,39651,-0.12,51.5,UNITED KINGDOM,1
41131,4.49,52.15,NETHERLANDS,41131,4.49,52.15,NETHERLANDS,3
41131,4.49,52.15,NETHERLANDS,41242,5.29,52.21,NETHERLANDS,1
41131,4.49,52.15,NETHERLANDS,41568,4.89,52.37,NETHERLANDS,2
41205,0.11,52.2,UNITED KINGDOM,10031,-97.74,30.26,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,14818,-79.05,35.91,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,18637,-84.5,39.1,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,20007,-75.3,40.02,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,20622,-74.65,40.34,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,23618,-72.67,41.76,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,23708,-71.41,41.82,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,23811,-87.63,41.88,UNITED STATES,2
41205,0.11,52.2,UNITED KINGDOM,24559,-71.05,42.35,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,28583,-93.09,44.94,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,28803,-122.79,45.08,UNITED STATES,1
41205,0.11,52.2,UNITED KINGDOM,29045,-66.06,45.27,CANADA,1
41205,0.11,52.2,UNITED KINGDOM,33726,16.36,48.2,AUSTRIA,1
41205,0.11,52.2,UNITED KINGDOM,38195,-1.4,50.9,UNITED KINGDOM,2
41205,0.11,52.2,UNITED KINGDOM,39239,12.38,51.34,GERMANY,2
41205,0.11,52.2,UNITED KINGDOM,40268,-1.25,51.75,UNITED KINGDOM,1
41205,0.11,52.2,UNITED KINGDOM,41205,0.11,52.2,UNITED KINGDOM,8
41205,0.11,52.2,UNITED KINGDOM,41272,-0.89,52.23,UNITED KINGDOM,1
41205,0.11,52.2,UNITED KINGDOM,41799,13.37,52.51,GERMANY,3
41205,0.11,52.2,UNITED KINGDOM,44655,-4.24,55.85,UNITED KINGDOM,1
41281,21,52.23,POLAND,21359,-74,40.71,UNITED STATES,1
41458,10.38,52.32,GERMANY,40481,5.85,51.84,NETHERLANDS,1
41568,4.89,52.37,NETHERLANDS,14911,-78.89,35.99,UNITED STATES,1
41568,4.89,52.37,NETHERLANDS,15061,-97.05,36.11,UNITED STATES,1
41568,4.89,52.37,NETHERLANDS,24578,-71.1,42.36,UNITED STATES,1
41568,4.89,52.37,NETHERLANDS,41568,4.89,52.37,NETHERLANDS,4
41575,9.73,52.37,GERMANY,15769,10.17,36.79,TUNISIA,1
41575,9.73,52.37,GERMANY,35238,8.47,49.06,GERMANY,1
41591,13.04,52.39,GERMANY,33726,16.36,48.2,AUSTRIA,1
41591,13.04,52.39,GERMANY,40481,5.85,51.84,NETHERLANDS,1
41603,-1.5,52.4,UNITED KINGDOM,2550,151.77,-32.92,AUSTRALIA,2
41603,-1.5,52.4,UNITED KINGDOM,9721,-95.36,29.76,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,10457,34.79,31.24,ISRAEL,2
41603,-1.5,52.4,UNITED KINGDOM,14603,-78.64,35.78,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,14911,-78.89,35.99,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,15031,-80.24,36.09,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,15115,-86.77,36.16,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,18311,-77.03,38.89,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,19131,-88.17,39.49,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,19767,-75.11,39.94,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,19994,-75.3,40.01,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,20622,-74.65,40.34,UNITED STATES,3
41603,-1.5,52.4,UNITED KINGDOM,22874,-81.85,41.36,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,24988,-76.17,42.6,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,27731,-93.95,44.32,UNITED STATES,1
41603,-1.5,52.4,UNITED KINGDOM,28634,-64.13,44.98,CANADA,1
41603,-1.5,52.4,UNITED KINGDOM,30265,-66.63,45.96,CANADA,1
41603,-1.5,52.4,UNITED KINGDOM,37107,-4.13,50.37,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,37724,-3.53,50.71,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,37912,-1.08,50.8,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,38195,-1.4,50.9,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,39076,1.07,51.27,UNITED KINGDOM,2
41603,-1.5,52.4,UNITED KINGDOM,39487,-0.32,51.44,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,39511,-0.24,51.45,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,39520,-2.59,51.45,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,39603,-3.18,51.48,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,39980,-3.94,51.62,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,40268,-1.25,51.75,UNITED KINGDOM,2
41603,-1.5,52.4,UNITED KINGDOM,40554,0.9,51.88,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,41187,-2.22,52.19,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,41205,0.11,52.2,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,41568,4.89,52.37,NETHERLANDS,1
41603,-1.5,52.4,UNITED KINGDOM,41603,-1.5,52.4,UNITED KINGDOM,2
41603,-1.5,52.4,UNITED KINGDOM,41946,1.29,52.62,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,42953,-1.46,53.38,UNITED KINGDOM,2
41603,-1.5,52.4,UNITED KINGDOM,43069,-2.24,53.47,UNITED KINGDOM,3
41603,-1.5,52.4,UNITED KINGDOM,43390,-0.34,53.74,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,43409,-2.7,53.75,UNITED KINGDOM,2
41603,-1.5,52.4,UNITED KINGDOM,43442,-1.54,53.79,UNITED KINGDOM,1
41603,-1.5,52.4,UNITED KINGDOM,44849,-3.93,56.11,UNITED KINGDOM,1
41633,-4.07,52.41,UNITED KINGDOM,40268,-1.25,51.75,UNITED KINGDOM,1
41730,-1.9,52.47,UNITED KINGDOM,1706,153,-27.49,AUSTRALIA,1
41730,-1.9,52.47,UNITED KINGDOM,12345,-118.24,34.05,UNITED STATES,1
41730,-1.9,52.47,UNITED KINGDOM,26759,-79.38,43.64,CANADA,1
41730,-1.9,52.47,UNITED KINGDOM,41730,-1.9,52.47,UNITED KINGDOM,2
41799,13.37,52.51,GERMANY,16890,-122.27,37.86,UNITED STATES,1
41799,13.37,52.51,GERMANY,18455,-76.93,38.98,UNITED STATES,1
41799,13.37,52.51,GERMANY,21359,-74,40.71,UNITED STATES,1
41799,13.37,52.51,GERMANY,21924,-73.12,40.91,UNITED STATES,1
41799,13.37,52.51,GERMANY,31710,15.44,47.06,AUSTRIA,1
41799,13.37,52.51,GERMANY,32628,-52.71,47.56,CANADA,1
41799,13.37,52.51,GERMANY,32814,9.17,47.66,GERMANY,2
41799,13.37,52.51,GERMANY,33598,11.57,48.13,GERMANY,2
41799,13.37,52.51,GERMANY,34871,2.34,48.85,FRANCE,1
41799,13.37,52.51,GERMANY,36766,8.68,50.11,GERMANY,1
41799,13.37,52.51,GERMANY,37467,8.67,50.58,GERMANY,1
41799,13.37,52.51,GERMANY,39090,7.19,51.27,GERMANY,1
41799,13.37,52.51,GERMANY,39239,12.38,51.34,GERMANY,1
41799,13.37,52.51,GERMANY,39611,11.97,51.48,GERMANY,1
41799,13.37,52.51,GERMANY,40268,-1.25,51.75,UNITED KINGDOM,1
41799,13.37,52.51,GERMANY,41799,13.37,52.51,GERMANY,4
41946,1.29,52.62,UNITED KINGDOM,41946,1.29,52.62,UNITED KINGDOM,1
41954,-1.14,52.63,UNITED KINGDOM,24530,-83.04,42.33,UNITED STATES,1
41954,-1.14,52.63,UNITED KINGDOM,36704,14.43,50.07,CZECH REPUBLIC,1
41954,-1.14,52.63,UNITED KINGDOM,41954,-1.14,52.63,UNITED KINGDOM,1
41954,-1.14,52.63,UNITED KINGDOM,44066,-1.57,54.77,UNITED KINGDOM,1
42146,1.11,52.76,UNITED KINGDOM,42953,-1.46,53.38,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,9682,-82.32,29.65,UNITED STATES,1
42340,-1.14,52.94,UNITED KINGDOM,10031,-97.74,30.26,UNITED STATES,2
42340,-1.14,52.94,UNITED KINGDOM,11117,-85.48,32.6,UNITED STATES,1
42340,-1.14,52.94,UNITED KINGDOM,11312,-117.27,32.84,UNITED STATES,1
42340,-1.14,52.94,UNITED KINGDOM,12250,-117.37,33.98,UNITED STATES,1
42340,-1.14,52.94,UNITED KINGDOM,13740,-80.83,35.22,UNITED STATES,1
42340,-1.14,52.94,UNITED KINGDOM,16536,126.97,37.55,SOUTH KOREA,1
42340,-1.14,52.94,UNITED KINGDOM,20535,-3.73,40.3,SPAIN,1
42340,-1.14,52.94,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,1
42340,-1.14,52.94,UNITED KINGDOM,25566,-81.24,42.98,CANADA,1
42340,-1.14,52.94,UNITED KINGDOM,29438,-65.97,45.5,CANADA,1
42340,-1.14,52.94,UNITED KINGDOM,37865,-1.08,50.78,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,37912,-1.08,50.8,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,37966,-0.13,50.82,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,39514,-0.96,51.45,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,39520,-2.59,51.45,UNITED KINGDOM,2
42340,-1.14,52.94,UNITED KINGDOM,39603,-3.18,51.48,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,5
42340,-1.14,52.94,UNITED KINGDOM,39980,-3.94,51.62,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,40543,-0.41,51.88,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,41205,0.11,52.2,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,41633,-4.07,52.41,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,41946,1.29,52.62,UNITED KINGDOM,2
42340,-1.14,52.94,UNITED KINGDOM,41954,-1.14,52.63,UNITED KINGDOM,2
42340,-1.14,52.94,UNITED KINGDOM,42325,-1.48,52.92,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,42340,-1.14,52.94,UNITED KINGDOM,5
42340,-1.14,52.94,UNITED KINGDOM,42953,-1.46,53.38,UNITED KINGDOM,2
42340,-1.14,52.94,UNITED KINGDOM,42988,-2.97,53.4,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,43390,-0.34,53.74,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,43409,-2.7,53.75,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,44012,-5.66,54.66,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,44656,-4.43,55.85,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,44742,-3.2,55.95,UNITED KINGDOM,1
42340,-1.14,52.94,UNITED KINGDOM,44956,-2.79,56.33,UNITED KINGDOM,1
42390,10.08,52.98,GERMANY,16890,-122.27,37.86,UNITED STATES,1
42390,10.08,52.98,GERMANY,23846,12.49,41.9,ITALY,1
42390,10.08,52.98,GERMANY,36766,8.68,50.11,GERMANY,1
42390,10.08,52.98,GERMANY,42390,10.08,52.98,GERMANY,3
42410,-2.27,53,UNITED KINGDOM,42410,-2.27,53,UNITED KINGDOM,1
42426,-2.17,53.02,UNITED KINGDOM,42426,-2.17,53.02,UNITED KINGDOM,1
42488,8.8,53.07,GERMANY,1687,153.02,-27.46,AUSTRALIA,1
42488,8.8,53.07,GERMANY,34207,9.04,48.52,GERMANY,1
42488,8.8,53.07,GERMANY,40843,8.53,52.02,GERMANY,1
42626,-2.89,53.18,UNITED KINGDOM,42626,-2.89,53.18,UNITED KINGDOM,1
42678,6.57,53.21,NETHERLANDS,25882,-77.61,43.15,UNITED STATES,1
42678,6.57,53.21,NETHERLANDS,42678,6.57,53.21,NETHERLANDS,1
42775,-9.04,53.27,IRELAND,2375,115.8,-31.97,AUSTRALIA,1
42775,-9.04,53.27,IRELAND,2550,151.77,-32.92,AUSTRALIA,1
42775,-9.04,53.27,IRELAND,39520,-2.59,51.45,UNITED KINGDOM,1
42888,-6.24,53.34,IRELAND,24578,-71.1,42.36,UNITED STATES,1
42888,-6.24,53.34,IRELAND,42888,-6.24,53.34,IRELAND,1
42953,-1.46,53.38,UNITED KINGDOM,2901,151.2,-33.86,AUSTRALIA,1
42953,-1.46,53.38,UNITED KINGDOM,16782,-122.41,37.77,UNITED STATES,1
42953,-1.46,53.38,UNITED KINGDOM,21750,-74.27,40.84,UNITED STATES,1
42953,-1.46,53.38,UNITED KINGDOM,22890,-83.65,41.37,UNITED STATES,1
42953,-1.46,53.38,UNITED KINGDOM,22909,2.16,41.38,SPAIN,1
42953,-1.46,53.38,UNITED KINGDOM,23811,-87.63,41.88,UNITED STATES,1
42953,-1.46,53.38,UNITED KINGDOM,37966,-0.13,50.82,UNITED KINGDOM,1
42953,-1.46,53.38,UNITED KINGDOM,42953,-1.46,53.38,UNITED KINGDOM,5
42953,-1.46,53.38,UNITED KINGDOM,43657,-2.79,54.04,UNITED KINGDOM,1
42953,-1.46,53.38,UNITED KINGDOM,45491,26.72,58.37,ESTONIA,1
42953,-1.46,53.38,UNITED KINGDOM,46163,24.93,60.17,FINLAND,1
42961,-6.59,53.38,IRELAND,42961,-6.59,53.38,IRELAND,1
43069,-2.24,53.47,UNITED KINGDOM,2959,151.22,-33.9,AUSTRALIA,1
43069,-2.24,53.47,UNITED KINGDOM,3368,138.59,-34.92,AUSTRALIA,2
43069,-2.24,53.47,UNITED KINGDOM,3502,149.12,-35.3,AUSTRALIA,1
43069,-2.24,53.47,UNITED KINGDOM,3834,145.06,-37.7,AUSTRALIA,1
43069,-2.24,53.47,UNITED KINGDOM,11117,-85.48,32.6,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,11972,-84.39,33.74,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,12273,-96.38,33.99,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,17193,-78.47,38.03,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,18444,-95.23,38.97,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,18455,-76.93,38.98,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,19353,-75.76,39.67,UNITED STATES,2
43069,-2.24,53.47,UNITED KINGDOM,21359,-74,40.71,UNITED STATES,2
43069,-2.24,53.47,UNITED KINGDOM,24559,-71.05,42.35,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,1
43069,-2.24,53.47,UNITED KINGDOM,25566,-81.24,42.98,CANADA,1
43069,-2.24,53.47,UNITED KINGDOM,26759,-79.38,43.64,CANADA,2
43069,-2.24,53.47,UNITED KINGDOM,26987,-79.41,43.76,CANADA,2
43069,-2.24,53.47,UNITED KINGDOM,28173,-63.57,44.64,CANADA,1
43069,-2.24,53.47,UNITED KINGDOM,29438,-65.97,45.5,CANADA,1
43069,-2.24,53.47,UNITED KINGDOM,30265,-66.63,45.96,CANADA,1
43069,-2.24,53.47,UNITED KINGDOM,36719,8.24,50.08,GERMANY,1
43069,-2.24,53.47,UNITED KINGDOM,37107,-4.13,50.37,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,37724,-3.53,50.71,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,37966,-0.13,50.82,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,39076,1.07,51.27,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,39603,-3.18,51.48,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,5
43069,-2.24,53.47,UNITED KINGDOM,41031,-4.07,52.11,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,41205,0.11,52.2,UNITED KINGDOM,3
43069,-2.24,53.47,UNITED KINGDOM,41946,1.29,52.62,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,42340,-1.14,52.94,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,42426,-2.17,53.02,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,42953,-1.46,53.38,UNITED KINGDOM,3
43069,-2.24,53.47,UNITED KINGDOM,43069,-2.24,53.47,UNITED KINGDOM,7
43069,-2.24,53.47,UNITED KINGDOM,43390,-0.34,53.74,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,43409,-2.7,53.75,UNITED KINGDOM,3
43069,-2.24,53.47,UNITED KINGDOM,43442,-1.54,53.79,UNITED KINGDOM,2
43069,-2.24,53.47,UNITED KINGDOM,43657,-2.79,54.04,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,44066,-1.57,54.77,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,44742,-3.2,55.95,UNITED KINGDOM,3
43069,-2.24,53.47,UNITED KINGDOM,45002,-2.96,56.46,UNITED KINGDOM,1
43069,-2.24,53.47,UNITED KINGDOM,45898,10.74,59.91,NORWAY,1
43161,-113.49,53.54,CANADA,1141,-46.65,-23.56,BRAZIL,1
43161,-113.49,53.54,CANADA,10031,-97.74,30.26,UNITED STATES,1
43161,-113.49,53.54,CANADA,18880,-76.6,39.29,UNITED STATES,1
43161,-113.49,53.54,CANADA,21599,-77.86,40.79,UNITED STATES,2
43161,-113.49,53.54,CANADA,26449,-80.52,43.46,CANADA,1
43161,-113.49,53.54,CANADA,29287,-75.69,45.42,CANADA,1
43192,9.99,53.55,GERMANY,23509,-86.23,41.7,UNITED STATES,1
43192,9.99,53.55,GERMANY,33598,11.57,48.13,GERMANY,1
43192,9.99,53.55,GERMANY,37776,7.1,50.73,GERMANY,1
43192,9.99,53.55,GERMANY,41281,21,52.23,POLAND,1
43192,9.99,53.55,GERMANY,43192,9.99,53.55,GERMANY,1
43197,-2.88,53.56,UNITED KINGDOM,43409,-2.7,53.75,UNITED KINGDOM,1
43302,10.28,53.66,GERMANY,40094,8.23,51.66,GERMANY,1
43390,-0.34,53.74,UNITED KINGDOM,37724,-3.53,50.71,UNITED KINGDOM,1
43390,-0.34,53.74,UNITED KINGDOM,43390,-0.34,53.74,UNITED KINGDOM,1
43409,-2.7,53.75,UNITED KINGDOM,39514,-0.96,51.45,UNITED KINGDOM,1
43442,-1.54,53.79,UNITED KINGDOM,18253,-77.3,38.84,UNITED STATES,1
43442,-1.54,53.79,UNITED KINGDOM,38195,-1.4,50.9,UNITED KINGDOM,1
43442,-1.54,53.79,UNITED KINGDOM,39520,-2.59,51.45,UNITED KINGDOM,2
43442,-1.54,53.79,UNITED KINGDOM,40268,-1.25,51.75,UNITED KINGDOM,1
43442,-1.54,53.79,UNITED KINGDOM,43442,-1.54,53.79,UNITED KINGDOM,6
43442,-1.54,53.79,UNITED KINGDOM,43600,-1.08,53.95,UNITED KINGDOM,1
43600,-1.08,53.95,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,1
43600,-1.08,53.95,UNITED KINGDOM,43600,-1.08,53.95,UNITED KINGDOM,1
43600,-1.08,53.95,UNITED KINGDOM,44066,-1.57,54.77,UNITED KINGDOM,1
43657,-2.79,54.04,UNITED KINGDOM,12345,-118.24,34.05,UNITED STATES,1
43690,13.38,54.09,GERMANY,45491,26.72,58.37,ESTONIA,1
43835,10.13,54.32,GERMANY,42390,10.08,52.98,GERMANY,1
43835,10.13,54.32,GERMANY,44721,12.48,55.93,DENMARK,1
44012,-5.66,54.66,UNITED KINGDOM,24718,-76.49,42.44,UNITED STATES,1
44066,-1.57,54.77,UNITED KINGDOM,2375,115.8,-31.97,AUSTRALIA,1
44066,-1.57,54.77,UNITED KINGDOM,15115,-86.77,36.16,UNITED STATES,1
44066,-1.57,54.77,UNITED KINGDOM,21359,-74,40.71,UNITED STATES,1
44066,-1.57,54.77,UNITED KINGDOM,21680,-73.92,40.82,UNITED STATES,1
44066,-1.57,54.77,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,1
44066,-1.57,54.77,UNITED KINGDOM,26987,-79.41,43.76,CANADA,1
44066,-1.57,54.77,UNITED KINGDOM,28173,-63.57,44.64,CANADA,1
44066,-1.57,54.77,UNITED KINGDOM,28957,9.15,45.19,ITALY,1
44066,-1.57,54.77,UNITED KINGDOM,37724,-3.53,50.71,UNITED KINGDOM,1
44066,-1.57,54.77,UNITED KINGDOM,38256,11.58,50.92,GERMANY,1
44066,-1.57,54.77,UNITED KINGDOM,38603,-1.31,51.06,UNITED KINGDOM,2
44066,-1.57,54.77,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,3
44066,-1.57,54.77,UNITED KINGDOM,39980,-3.94,51.62,UNITED KINGDOM,1
44066,-1.57,54.77,UNITED KINGDOM,40268,-1.25,51.75,UNITED KINGDOM,3
44066,-1.57,54.77,UNITED KINGDOM,41205,0.11,52.2,UNITED KINGDOM,4
44066,-1.57,54.77,UNITED KINGDOM,41730,-1.9,52.47,UNITED KINGDOM,1
44066,-1.57,54.77,UNITED KINGDOM,41954,-1.14,52.63,UNITED KINGDOM,1
44066,-1.57,54.77,UNITED KINGDOM,43442,-1.54,53.79,UNITED KINGDOM,1
44066,-1.57,54.77,UNITED KINGDOM,44066,-1.57,54.77,UNITED KINGDOM,2
44066,-1.57,54.77,UNITED KINGDOM,44655,-4.24,55.85,UNITED KINGDOM,1
44167,-1.61,54.97,UNITED KINGDOM,40268,-1.25,51.75,UNITED KINGDOM,1
44167,-1.61,54.97,UNITED KINGDOM,43069,-2.24,53.47,UNITED KINGDOM,1
44167,-1.61,54.97,UNITED KINGDOM,44167,-1.61,54.97,UNITED KINGDOM,1
44333,10.39,55.39,DENMARK,44333,10.39,55.39,DENMARK,1
44333,10.39,55.39,DENMARK,44868,10.2,56.15,DENMARK,1
44473,12.09,55.64,DENMARK,44473,12.09,55.64,DENMARK,2
44502,12.56,55.67,DENMARK,18723,-86.53,39.16,UNITED STATES,1
44502,12.56,55.67,DENMARK,43442,-1.54,53.79,UNITED KINGDOM,1
44502,12.56,55.67,DENMARK,44502,12.56,55.67,DENMARK,3
44526,13.18,55.7,SWEDEN,20883,-74.44,40.49,UNITED STATES,1
44581,37.61,55.75,RUSSIA,17079,23.73,37.97,GREECE,1
44581,37.61,55.75,RUSSIA,39756,46.01,51.53,RUSSIA,1
44581,37.61,55.75,RUSSIA,44581,37.61,55.75,RUSSIA,7
44655,-4.24,55.85,UNITED KINGDOM,21465,-111.88,40.75,UNITED STATES,1
44655,-4.24,55.85,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,1
44655,-4.24,55.85,UNITED KINGDOM,26665,-84.76,43.59,UNITED STATES,1
44655,-4.24,55.85,UNITED KINGDOM,27386,-123.08,44.04,UNITED STATES,1
44655,-4.24,55.85,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,1
44655,-4.24,55.85,UNITED KINGDOM,41946,1.29,52.62,UNITED KINGDOM,1
44655,-4.24,55.85,UNITED KINGDOM,43442,-1.54,53.79,UNITED KINGDOM,1
44655,-4.24,55.85,UNITED KINGDOM,44655,-4.24,55.85,UNITED KINGDOM,2
44742,-3.2,55.95,UNITED KINGDOM,17079,23.73,37.97,GREECE,1
44742,-3.2,55.95,UNITED KINGDOM,43069,-2.24,53.47,UNITED KINGDOM,1
44742,-3.2,55.95,UNITED KINGDOM,44742,-3.2,55.95,UNITED KINGDOM,2
44849,-3.93,56.11,UNITED KINGDOM,18880,-76.6,39.29,UNITED STATES,1
44849,-3.93,56.11,UNITED KINGDOM,22765,-72.92,41.3,UNITED STATES,2
44849,-3.93,56.11,UNITED KINGDOM,23509,-86.23,41.7,UNITED STATES,1
44849,-3.93,56.11,UNITED KINGDOM,44742,-3.2,55.95,UNITED KINGDOM,2
44849,-3.93,56.11,UNITED KINGDOM,44849,-3.93,56.11,UNITED KINGDOM,11
44868,10.2,56.15,DENMARK,3834,145.06,-37.7,AUSTRALIA,1
44868,10.2,56.15,DENMARK,10672,35.22,31.77,ISRAEL,1
44868,10.2,56.15,DENMARK,44742,-3.2,55.95,UNITED KINGDOM,1
44868,10.2,56.15,DENMARK,44868,10.2,56.15,DENMARK,1
44956,-2.79,56.33,UNITED KINGDOM,24578,-71.1,42.36,UNITED STATES,3
44956,-2.79,56.33,UNITED KINGDOM,39651,-0.12,51.5,UNITED KINGDOM,1
44956,-2.79,56.33,UNITED KINGDOM,42340,-1.14,52.94,UNITED KINGDOM,1
44956,-2.79,56.33,UNITED KINGDOM,44956,-2.79,56.33,UNITED KINGDOM,1
44956,-2.79,56.33,UNITED KINGDOM,45002,-2.96,56.46,UNITED KINGDOM,1
45002,-2.96,56.46,UNITED KINGDOM,44742,-3.2,55.95,UNITED KINGDOM,1
45002,-2.96,56.46,UNITED KINGDOM,45002,-2.96,56.46,UNITED KINGDOM,1
45124,35.93,56.85,RUSSIA,44581,37.61,55.75,RUSSIA,1
45217,-2.1,57.15,UNITED KINGDOM,41205,0.11,52.2,UNITED KINGDOM,1
45217,-2.1,57.15,UNITED KINGDOM,43442,-1.54,53.79,UNITED KINGDOM,1
